comp_id,sigla,nome,siglas_alt,nomes_alt,sociedade,avaliacao,origem,ieee_id,sol_id,gs_id,dblp_id
CompID900273,CSCWD,IEEE International Conference on Computer Supported Cooperative Work in Design,,,,,Qualis 2017-2020,,,,
CompID900274,CSDS,Conference of the System Dynamics Society,,,,,Qualis 2017-2020,,,,
CompID900275,CSE,International Conference on Computational Science and Engineering,,,,,Qualis 2017-2020,,,,
CompID900276,CSEDU,International Conference on Computer Supported Education,,,,,Qualis 2017-2020,,,,
CompID900277,CSEE&T,Conference on Software Engineering Education and Training,,,,,Qualis 2017-2020,,,,
CompID900278,CSF,IEEE Computer Security Foundations Symposium,,,,,Qualis 2017-2020,,,,
CompID900279,CSI-SE,International Workshop on Crowdsourcing in Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900280,CSL,Conference for Computer Science Logic,,,,,Qualis 2017-2020,,,,
CompID900281,CSMC,Conference on Computer Simulation of Musical Creativity,,,,,Qualis 2017-2020,,,,
CompID900282,CSNDSP,"International Symposium on Communication Systems, Networks and Digital Signal Processing",,,,,Qualis 2017-2020,,,,
CompID900283,CSNet,Cyber Security in Networking Conference,,,,,Qualis 2017-2020,,,,
CompID900284,CSOUND,International CSound Conference,,,,,Qualis 2017-2020,,,,
CompID900285,CTE,International Conference on Computational Thinking Education,,,,,Qualis 2017-2020,,,,
CompID900286,CTS,International Conference on Collaboration and Technology,,,,,Qualis 2017-2020,,,,
CompID900287,CVPR,IEEE Conference on Computer Vision and Pattern Recognition,,,,,Qualis 2017-2020,,,,
CompID900288,CVPRW,IEEE Conference on Computer Vision and Pattern Recognition Workshops,,,,,Qualis 2017-2020,,,,
CompID900289,CyberSA,"International Conference on Cyber Situational Awareness, Data Analytics and Assessment",,,,,Qualis 2017-2020,,,,
CompID900290,CyberSecurity,International Conference on Cyber Security And Protection Of Digital Services,,,,,Qualis 2017-2020,,,,
CompID900291,DAC,Design Automation Conference,,,,,Qualis 2017-2020,,,,
CompID900292,DAFX,International Conference on Digital Audio Effects,,,,,Qualis 2017-2020,,,,
CompID900293,DAMON,International Workshop on Data Management on New Hardware,,,,,Qualis 2017-2020,,,,
CompID900294,DARS,International Symposium on Distributed Autonomous Robotic Systems,,,,,Qualis 2017-2020,,,,
CompID900295,DASC,"IEEE International Conference on Dependable, Autonomic & Secure Computing",,,,,Qualis 2017-2020,,,,
CompID900296,DASFAA,International Conference on Database Systems for Advanced Applications,,,,,Qualis 2017-2020,,,,
CompID900297,DASIP,Conference on Design and Architectures for Signal and Image Processing,,,,,Qualis 2017-2020,,,,
CompID900298,DATA,"International Conference on Data Science, Technology and Applications",,,,,Qualis 2017-2020,,,,
CompID900299,DATAANALYTICS-IARIA,IARIA International Conference on Data Analytics,,,,,Qualis 2017-2020,,,,
CompID900300,DATE,"Design, Automation and Test in Europe Conference and Exhibition",,,,,Qualis 2017-2020,,,,
CompID900301,DAWAK,International Conference on Big Data Analytics and Knowledge Discovery,,,,,Qualis 2017-2020,,,,
CompID900302,DBKD-AIARIA,"IARIA International Conference on Advances in Databases, Knowledge, and Data Applications",,,,,Qualis 2017-2020,,,,
CompID900303,DBSec,IFIP WG 11.3 Conference on Data and Applications Security and Privacy,,,,,Qualis 2017-2020,,,,
CompID900304,DCAI,International Symposium on Distributed Computing and Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900305,DCASE,Workshop on Detection and Classification of Acoustic Scenes and Events,,,,,Qualis 2017-2020,,,,
CompID900306,DCC,Data Compression Conference,,,,,Qualis 2017-2020,,,,
CompID900307,DCOSS,International Conference on Distributed Computing in Sensor Systems,,,,,Qualis 2017-2020,,,,
CompID900308,DDECS,IEEE International Symposium on Design and Diagnostics of Electronic Circuits and Systems,,,,,Qualis 2017-2020,,,,
CompID900309,DEBS,International Conference on Distributed and Event-Based Systems,,,,,Qualis 2017-2020,,,,
CompID900310,DEPCOS,International Conference on Dependability and Complex Systems,,,,,Qualis 2017-2020,,,,
CompID900311,DESAFIE,Workshop de Desafios da Computação Aplicada à Educação,,,,,Qualis 2017-2020,,,,
CompID900312,DEXA,International Conference on Database and Expert Systems Applications,,,,,Qualis 2017-2020,,,,
CompID900313,DFT,IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,,,,,Qualis 2017-2020,,,,
CompID900314,DGCI,Discrete Geometry for Computer Imagery,,,,,Qualis 2017-2020,,,,
CompID900315,DGO,Annual International Conference on Digital Government Research,,,,,Qualis 2017-2020,,,,
CompID900316,DH,Digital Heritage,,,,,Qualis 2017-2020,,,,
CompID900317,DIGRA,Digital Games Research Association International Conference,,,,,Qualis 2017-2020,,,,
CompID900318,DILS,International Conference on Data Integration in Life Sciences,,,,,Qualis 2017-2020,,,,
CompID900319,DIMVA,"International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",,,,,Qualis 2017-2020,,,,
CompID900320,DIS,Conference on Designing Interactive Systems,,,,,Qualis 2017-2020,,,,
CompID900321,DISC,International Symposium on Distributed Computing,,,,,Qualis 2017-2020,,,,
CompID900322,DIVANET,ACM Symposium on Development and Analysis of Intelligent Vehicular Networks and Applications,,,,,Qualis 2017-2020,,,,
CompID900323,DL,International Workshop on Description Logics,,,,,Qualis 2017-2020,,,,
CompID900324,DLS,Dynamic Languages Symposium,,,,,Qualis 2017-2020,,,,
CompID900325,DMA,International Conference on Data Mining and Applications,,,,,Qualis 2017-2020,,,,
CompID900326,DMSVIVA,International DMS Conference on Visualization and Visual Languages,,,,,Qualis 2017-2020,,,,
CompID900327,DOCENG,ACM Symposium on Document Engineering,,,,,Qualis 2017-2020,,,,
CompID900328,DOLAP,International Workshop On Data Warehousing and OLAP,,,,,Qualis 2017-2020,,,,
CompID900329,DPM,International Workshop on Data Privacy Management,,,,,Qualis 2017-2020,,,,
CompID900330,DRCN,International Conference on the Design of Reliable Communication Networks,,,,,Qualis 2017-2020,,,,
CompID900331,DS,International Conference on Discovery Science,,,,,Qualis 2017-2020,,,,
CompID900332,DS-RT,IEEE/ACM International Symposium on Distributed Simulation and Real-Time Applications,,,,,Qualis 2017-2020,,,,
CompID900333,DSAA,IEEE International Conference on Data Science and Advanced Analytics,,,,,Qualis 2017-2020,,,,
CompID900334,DSAI,International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,,,,,Qualis 2017-2020,,,,
CompID900335,DSC,IEEE Conference on Dependable and Secure Computing,,,,,Qualis 2017-2020,,,,
CompID900336,DSD,"Euromicro Conference on Digital System Design, Architectures, Methods and Tools",,,,,Qualis 2017-2020,,,,
CompID900337,DSN,Annual IEEE/IFIP International Conference on Dependable Systems and Networks,,,,,Qualis 2017-2020,,,,
CompID900338,DSNW,IEEE International Conference on Dependable Systems and Networks Workshops,,,,,Qualis 2017-2020,,,,
CompID900339,DSP,International Conference on Digital Signal Processing,,,,,Qualis 2017-2020,,,,
CompID900340,DTIS,Design & Technology of Integrated Systems in Nanoscale Era,,,,,Qualis 2017-2020,,,,
CompID900341,DySPAN,IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,,,,,Qualis 2017-2020,,,,
CompID900342,EACL,Conference of the European Chapter of the Association for Computational Linguistics,,,,,Qualis 2017-2020,,,,
CompID900343,EASE,International Conference on Evaluation and Assessment in Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900344,EATIS,Euro American Conference on Telematics and Information Systems,,,,,Qualis 2017-2020,,,,
CompID900345,EC,ACM conference on Economics and Computation,,,,,Qualis 2017-2020,,,,
CompID900346,EC-TEL,European Conference on Technology Enhanced Learning,,,,,Qualis 2017-2020,,,,
CompID900347,ECAI,European Conference on Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900348,ECASE,IEEE/ACM International Workshop on Establishing the Community-Wide Infrastructure for Architecture-Based Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900349,ECC,European Control Conference,,,,,Qualis 2017-2020,,,,
CompID900350,ECCTD,European Conference on Circuit Theory and Design,,,,,Qualis 2017-2020,,,,
CompID900351,ECCV,European Conference on Computer Vision,,,,,Qualis 2017-2020,,,,
CompID900352,ECIR,European Conference on Information Retrieval,,,,,Qualis 2017-2020,,,,
CompID900353,ECIS,European Conference on Information Systems,,,,,Qualis 2017-2020,,,,
CompID900354,ECML,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,,Qualis 2017-2020,,,,
CompID900355,ECMR,European Conference on Mobile Robots,,,,,Qualis 2017-2020,,,,
CompID900356,ECMS,European Conference on Modelling and Simulation,,,,,Qualis 2017-2020,,,,
CompID900357,ECOOP,European Conference on Object-Oriented Programming,,,,,Qualis 2017-2020,,,,
CompID900358,ECRTS,Euromicro Conference on Real-Time Systems,,,,,Qualis 2017-2020,,,,
CompID900359,ECSA,European Conference on Software Architecture,,,,,Qualis 2017-2020,,,,
CompID900360,ECSCW,European Conference on Computer Supported Cooperative Work,,,,,Qualis 2017-2020,,,,
CompID900361,ECSQARU,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,,,,,Qualis 2017-2020,,,,
CompID900362,EDBT,International Conference on Extending Database Technology,,,,,Qualis 2017-2020,,,,
CompID900363,EDCC,European Dependable Computing Conference,,,,,Qualis 2017-2020,,,,
CompID900364,EDGE,International Conference on Edge Computing,,,,,Qualis 2017-2020,,,,
CompID900365,EDM,International Conference on Educational Data Mining,,,,,Qualis 2017-2020,,,,
CompID900366,EDOC,IEEE International Enterprise Distributed Object Computing Conference,,,,,Qualis 2017-2020,,,,
CompID900367,EDUCOMP,Simpósio Brasileiro de Educação em Computação,,,,,Qualis 2017-2020,,,,
CompID900368,EDUCON,IEEE Global Engineering Education Conference,,,,,Qualis 2017-2020,,,,
CompID900369,EECS,European Conference on Electrical Engineering and Computer Science,,,,,Qualis 2017-2020,,,,
CompID900370,EEEWC,"International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government",,,,,Qualis 2017-2020,,,,
CompID900371,EGOV,International Conference on Electronic Government,,,,,Qualis 2017-2020,,,,
CompID900372,EGOV-CEDEM-EPART,International Conference on Electronic Government/International Conference for E-Democracy and Open Government,,,,,Qualis 2017-2020,,,,
CompID900373,EGOVIS,International Conference on Electronic Government and the Information Systems Perspective,,,,,Qualis 2017-2020,,,,
CompID900374,EICS,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,,,,Qualis 2017-2020,,,,
CompID900375,EIT,International Conference on Electro Information Technology,,,,,Qualis 2017-2020,,,,
CompID900376,EJC,International Conference on Information Modeling and Knowledge,,,,,Qualis 2017-2020,,,,
CompID900377,EM-GIS,International Workshop on the Use of GIS in Emergency Management,,,,,Qualis 2017-2020,,,,
CompID900378,EMAS,International Workshop on Engineering Multiagent Systems,,,,,Qualis 2017-2020,,,,
CompID900379,EMBC,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,,,,Qualis 2017-2020,,,,
CompID900380,EMBS,IEEE-EMBS International Conference on Biomedical and Health Informatics,,,,,Qualis 2017-2020,,,,
CompID900381,EMNLP,Conference on Empirical Methods in Natural Language Processing,,,,,Qualis 2017-2020,,,,
CompID900382,EMO,International Conference on Evolutionary Multi-Criterion Optimization,,,,,Qualis 2017-2020,,,,
CompID900383,EMSOFT,ACM International Conference on Embedded Software,,,,,Qualis 2017-2020,,,,
CompID900384,ENANPAD,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,,,,,Qualis 2017-2020,,,,
CompID900385,ENASE,International Conference on Evaluation of Novel Approaches to Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900386,ENCP,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,,,,,Qualis 2017-2020,,,,
CompID900387,ENIAC,Encontro Nacional de Inteligencia Artificial e Computacional,,,,,Qualis 2017-2020,,,,
CompID900388,EPIA,Portuguese Conference on Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900389,ER,International Conference on Conceptual Modeling,,,,,Qualis 2017-2020,,,,
CompID900390,Ergodesign,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,,,,,Qualis 2017-2020,,,,
CompID900391,ESA,European Symposium on Algorithms,,,,,Qualis 2017-2020,,,,
CompID900392,ESANN,"European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",,,,,Qualis 2017-2020,,,,
CompID900393,ESCIENCE,IEEE International Conference on e-Science,,,,,Qualis 2017-2020,,,,
CompID900394,ESELAW,Workshop Latinoamericano de Ingeniería de Software Experimental,,,,,Qualis 2017-2020,,,,
CompID900395,ESEM,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,,,,,Qualis 2017-2020,,,,
CompID900396,ESOCC,European Conference on Service-Oriented and Cloud Computing,,,,,Qualis 2017-2020,,,,
CompID900397,ESOP,European Symposium on Programming,,,,,Qualis 2017-2020,,,,
CompID900398,ESORICS,European Symposium on Research in Computer Security,,,,,Qualis 2017-2020,,,,
CompID900399,ESSCIRC,European Solid State Circuits Conference,,,,,Qualis 2017-2020,,,,
CompID900400,ESSDERC,European Solid State Device Research Conference,,,,,Qualis 2017-2020,,,,
CompID900401,ESWC,Extended Semantic Web Conference,,,,,Qualis 2017-2020,,,,
CompID900402,ESWS,European Semantic Web Conference,,,,,Qualis 2017-2020,,,,
CompID900403,ETC,Encontro de Teoria da Computação,,,,,Qualis 2017-2020,,,,
CompID900404,ETFA,IEEE International Conference on Emerging Technologies and Factory Automation,,,,,Qualis 2017-2020,,,,
CompID900405,ETRA,ACM Symposium on Eye Tracking Research & Applications,,,,,Qualis 2017-2020,,,,
CompID900406,ETS,IEEE European Test Symposium,,,,,Qualis 2017-2020,,,,
CompID900407,EUC,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,,,,,Qualis 2017-2020,,,,
CompID900408,EuCNC,European Conference on Networks and Communications,,,,,Qualis 2017-2020,,,,
CompID900409,EUMAS,European Conference on Multi-Agent Systems,,,,,Qualis 2017-2020,,,,
CompID900410,EURO,European Conference on Operational Research,,,,,Qualis 2017-2020,,,,
CompID900411,EUROCOMB,"European Conference on Combinatorics, Graph Theory and Applications",,,,,Qualis 2017-2020,,,,
CompID900412,EUROCRYPT,International Conference on Theory and Applications of Cryptographic Techniques,,,,,Qualis 2017-2020,,,,
CompID900413,EUROGRAPHICS,European Association for Computer Graphics,,,,,Qualis 2017-2020,,,,
CompID900414,EUROHAPTICS,Eurohaptics,,,,,Qualis 2017-2020,,,,
CompID900415,EuroMPI,European MPI Users Group Meeting,,,,,Qualis 2017-2020,,,,
CompID900416,EUROPAR,European Conference on Parallel Computing,,,,,Qualis 2017-2020,,,,
CompID900417,EuroPloP,European Conference on Pattern Languages of Programs,,,,,Qualis 2017-2020,,,,
CompID900418,EuroSPI,European Conference on Software Process Improvement,,,,,Qualis 2017-2020,,,,
CompID900419,EUROSYS,European Conference on Computer Systems,,,,,Qualis 2017-2020,,,,
CompID900420,EuroVis,EG/VGTC Conference on Visualization,,,,,Qualis 2017-2020,,,,
CompID900421,EUSFLAT,Conference of the European Society for Fuzzy Logic and Technology,,,,,Qualis 2017-2020,,,,
CompID900422,EUSIPCO,European Signal Processing Conference,,,,,Qualis 2017-2020,,,,
CompID900423,EVOAPPLICATIONS,European Conference on the Applications of Evolutionary Computation,,,,,Qualis 2017-2020,,,,
CompID900424,EVOCOP,European Conference on Evolutionary Computation in Combinatorial Optimization,,,,,Qualis 2017-2020,,,,
CompID900425,EWC,Embedded Word Conference,,,,,Qualis 2017-2020,,,,
CompID900426,EWSDN,European Workshop on Software Defined Networks,,,,,Qualis 2017-2020,,,,
CompID900427,EWSN,European Conference on Wireless Sensor Networks,,,,,Qualis 2017-2020,,,,
CompID900428,EXP.AT,Experiment@ International Conference,,,,,Qualis 2017-2020,,,,
CompID900429,FACS,International Conference on Formal Aspects of Component Software,,,,,Qualis 2017-2020,,,,
CompID900430,FASE,International Conference on Fundamental Approaches to Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900431,FAST,USENIX Conference on File and Storage Technologies,,,,,Qualis 2017-2020,,,,
CompID900432,FC,International Conference on Financial Cryptography and Data Security,,,,,Qualis 2017-2020,,,,
CompID900433,FCCM,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,,,,,Qualis 2017-2020,,,,
CompID900434,FCT,International Symposium on Fundamentals of Computation Theory,,,,,Qualis 2017-2020,,,,
CompID900435,FCTA,International Conference on Fuzzy Computation Theory and Applications,,,,,Qualis 2017-2020,,,,
CompID900436,FDG,Foundations of Digital Games,,,,,Qualis 2017-2020,,,,
CompID900437,FDL,Forum on Specification and Design Languages,,,,,Qualis 2017-2020,,,,
CompID900438,FECS,International Conference on Frontiers in Education: Computer Science and Computer Engineering,,,,,Qualis 2017-2020,,,,
CompID900439,FEDCSIS,Federated Conference on Computer Science and Information Systems,,,,,Qualis 2017-2020,,,,
CompID900440,FGR,IEEE International Conference on Automatic Face and Gesture Recognition,,,,,Qualis 2017-2020,,,,
CompID900441,FiCloud,International Conference on Future Internet of Things and Cloud,,,,,Qualis 2017-2020,,,,
CompID900442,FIE,IEEE Frontiers in Education Conference,,,,,Qualis 2017-2020,,,,
CompID900443,FIT,International Conference on Forntiers of Information Technology,,,,,Qualis 2017-2020,,,,
CompID900444,FLAIRS,International Florida Artificial Intelligence Conference,,,,,Qualis 2017-2020,,,,
CompID900445,FLOPS,International Symposium on Functional and Logic Programming,,,,,Qualis 2017-2020,,,,
CompID900446,FM,International Symposium on Formal Methods,,,,,Qualis 2017-2020,,,,
CompID900447,FMCAD,International Conference on Formal Methods in Computer-Aided Design,,,,,Qualis 2017-2020,,,,
CompID900448,FOCS,IEEE Annual Symposium on Foundations of Computer Science,,,IEEE,,Qualis 2017-2020,,,,
CompID900449,FOIS,International Conference on Formal Ontology in Information Systems,,,,,Qualis 2017-2020,,,,
CompID900450,FormaliSE,International Conference on Formal Methods in Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900451,FOSD,International Workshop on Feature-Oriented Software Development,,,,,Qualis 2017-2020,,,,
CompID900452,FoSSaCS,International Conference on Foundations of Software Science and Computation Structures,,,,,Qualis 2017-2020,,,,
CompID900453,FPGA,Symposium on Field Programmable Gate Arrays,,,,,Qualis 2017-2020,,,,
CompID900454,FPL,International Conference on Field-Programmable Logic and Applications,,,,,Qualis 2017-2020,,,,
CompID900455,FPT,IEEE International Conference on Field-Programmable Technology,,,,,Qualis 2017-2020,,,,
CompID900456,FROCOS,International Symposium on Frontiers of Combining Systems,,,,,Qualis 2017-2020,,,,
CompID900457,FSCD,International Conference on Formal Structures for Computation and Deduction,,,,,Qualis 2017-2020,,,,
CompID900458,FSE,Fast Software Encryption,,,,,Qualis 2017-2020,,,,
CompID900459,FSE/ESEC,Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900460,FSEN,International Conference on Fundamentals of Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900461,FSR,Conference on Field and Service Robotics,,,,,Qualis 2017-2020,,,,
CompID900462,FTC,Future Technologies Conference,,,,,Qualis 2017-2020,,,,
CompID900463,FUN,International Conference on Fun with Algorithms,,,,,Qualis 2017-2020,,,,
CompID900464,FUSION,International Conference on Information Fusion,,,,,Qualis 2017-2020,,,,
CompID900465,FUZZ,IEEE International Conference on Fuzzy Systems,,,,,Qualis 2017-2020,,,,
CompID900466,GameSec,Conference on Decision and Game Theory for Security,,,,,Qualis 2017-2020,,,,
CompID900467,GAS,International Workshop on Games and Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900468,GbRPR,International Workshop on Graph-Based Representations in Pattern Recognition,,,,,Qualis 2017-2020,,,,
CompID900469,GECCO,Genetic and Evolutionary Computation Conference,,,,,Qualis 2017-2020,,,,
CompID900470,GECON,"International Conference on Economics of Grids, Clouds, Systems and Services",,,,,Qualis 2017-2020,,,,
CompID900471,GEFI,Global Experimentation for Future Internet,,,,,Qualis 2017-2020,,,,
CompID900472,GEM,"IEEE Games, Entertainment, Media Conference",,,,,Qualis 2017-2020,,,,
CompID900473,GeoAI,International Workshop on AI for Geographic Knowledge Discovery,,,,,Qualis 2017-2020,,,,
CompID900474,GEOBIA,Geographic Object-based Image Analysis,,,,,Qualis 2017-2020,,,,
CompID900475,GEOINFO,Brazilian Symposium on GeoInformatics,,,,,Qualis 2017-2020,,,,
CompID900476,GeoPROCESSING-IARIA,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",,,,,Qualis 2017-2020,,,,
CompID900477,GeoSim,International Workshop on Geospatial Simulation,,,,,Qualis 2017-2020,,,,
CompID900478,GI,Graphics Interface Conference,,,,,Qualis 2017-2020,,,,
CompID900479,GIIS,Global Information Infrastructure and Networking Symposium,,,,,Qualis 2017-2020,,,,
CompID900480,GIR,Workshop on Geographic Information Retrieval,,,,,Qualis 2017-2020,,,,
CompID900481,GIScience,International Conference on Geographic Information Science,,,,,Qualis 2017-2020,,,,
CompID900482,GLOBALSIP,Global Conference on Signal and Information Processing,,,,,Qualis 2017-2020,,,,
CompID900483,GLOBECOM,IEEE Global Communications Conference,,,,,Qualis 2017-2020,,,,
CompID900484,GLSVLSI,Great Lakes Symposium on VLSI,,,,,Qualis 2017-2020,,,,
CompID900485,GPC,International Conference on Grid And Pervasive Computing,,,,,Qualis 2017-2020,,,,
CompID900486,GPCE,ACM International Conference on Generative Programming: Concepts and Experiences,,,,,Qualis 2017-2020,,,,
CompID900487,GRAPP,International Conference on Computer Graphics Theory and Applications,,,,,Qualis 2017-2020,,,,
CompID900488,GreenCom,IEEE International Conference on Green Computing and Communications,,,,,Qualis 2017-2020,,,,
CompID900489,GROUP,International Conference on Supporting Group Work,,,,,Qualis 2017-2020,,,,
CompID900490,GVIZ,Workshop on New Directions in Geovisual Analytics,,,,,Qualis 2017-2020,,,,
CompID900491,GWN,International Global Wordnet Conference,,,,,Qualis 2017-2020,,,,
CompID900492,HAIS,International Conference on Hybrid Artificial Intelligence Systems,,,,,Qualis 2017-2020,,,,
CompID900493,HAPTICS,IEEE Haptics Symposium,,,,,Qualis 2017-2020,,,,
CompID900494,HASE,IEEE International Symposium on High Assurance Systems Engineering,,,,,Qualis 2017-2020,,,,
CompID900495,HCOMP,AAAI Conference on Human Computation and Crowdsourcing,,,,,Qualis 2017-2020,,,,
CompID900496,HCSE,International Conference on Human-Centered Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900497,HEALTHCOM,"IEEE International Conference on E-health Networking, Application & Services",,,,,Qualis 2017-2020,,,,
CompID900498,HEALTHINF,International Conference on Health Informatics,,,,,Qualis 2017-2020,,,,
CompID900499,HEALTHINFO,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",,,,,Qualis 2017-2020,,,,
CompID900500,HICSS,Hawaii International Conference on System Sciences,,,,,Qualis 2017-2020,,,,
CompID900501,HILDA,Workshop on Human-In-the-Loop Data Analytics,,,,,Qualis 2017-2020,,,,
CompID900502,HIMS,International Conference on Health Informatics and Medical Systems,,,,,Qualis 2017-2020,,,,
CompID900503,HIPC,IEEE International Conference on High Performance Computing,,,,,Qualis 2017-2020,,,,
CompID900504,HIS,International Conference on Hybrid Intelligent Systems,,,,,Qualis 2017-2020,,,,
CompID900505,HM,International Workshop on Hybrid Metaheuristics,,,,,Qualis 2017-2020,,,,
CompID900506,HOST,IEEE International Symposium on Hardware Oriented Security and Trust,,,,,Qualis 2017-2020,,,,
CompID900507,HOTNETS,ACM Workshop on Hot Topics in Networks,,,,,Qualis 2017-2020,,,,
CompID900508,HPCA,IEEE International Symposium on High Performance Computer Architecture,,,,,Qualis 2017-2020,,,,
CompID900509,HPCC,International Conference on High Performance Computing and Communications,,,,,Qualis 2017-2020,,,,
CompID900510,HPCS,International Conference on High Performance Computing & Simulation,,,,,Qualis 2017-2020,,,,
CompID900511,HPDC,International Symposium on High Performance Distributed Computing,,,,,Qualis 2017-2020,,,,
CompID900512,HPSR,IEEE High Performance Switching and Routing,,,,,Qualis 2017-2020,,,,
CompID900513,HRI,ACM/IEEE International Conference on Human Robot Interaction,,,,,Qualis 2017-2020,,,,
CompID900514,HS,Haskell Symposium,,,,,Qualis 2017-2020,,,,
CompID900515,HSCC,International Conference on Hybrid Systems: Computation and Control,,,,,Qualis 2017-2020,,,,
CompID900516,HT,ACM Conference on Hypertext and Social Media,,,,,Qualis 2017-2020,,,,
CompID900517,Humanoids,IEEE RAS International Conference on Humanoid Robot,,,,,Qualis 2017-2020,,,,
CompID900518,Hypertext,ACM Conference on Hypertext and Hypermedia,,,,,Qualis 2017-2020,,,,
CompID900519,i-SAIRAS,"International Symposium on Artificial Intelligence, Robotics and Automation in Space",,,,,Qualis 2017-2020,,,,
CompID900520,I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",,,,,Qualis 2017-2020,,,,
CompID900521,I2MTC,IEEE International Instrumentation and Measurement Technology Conference,,,,,Qualis 2017-2020,,,,
CompID900522,I3D,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,,,,,Qualis 2017-2020,,,,
CompID900523,IAAI,International Conference of the Italian Association for Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900524,IAS,Industry Applications Society Annual Meeting,,,,,Qualis 2017-2020,,,,
CompID900525,IAV,IFAC Symposium on Intelligent Autonomous Vehicles,,,,,Qualis 2017-2020,,,,
CompID900526,IBERAMIA,Ibero-American Conference on Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900527,IBERCHIP,Workshop Iberchip,,,,,Qualis 2017-2020,,,,
CompID900528,IC2E,IEEE International Conference on Cloud Engineering,,,,,Qualis 2017-2020,,,,
CompID900529,IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,,,,Qualis 2017-2020,,,,
CompID900530,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,,,,,Qualis 2017-2020,,,,
CompID900531,ICAART,International Conference on Agents and Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900532,ICAI,International Conference on Applied Informatics,,,,,Qualis 2017-2020,,,,
CompID900533,ICAISC,International Conference on Artificial Intelligence and Soft Computing,,,,,Qualis 2017-2020,,,,
CompID900534,ICAIWC,International Conference on Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900535,ICALP,"International Colloquium on Automata, Languages, and Programming",,,,,Qualis 2017-2020,,,,
CompID900536,ICALT,IEEE International Conference on Advanced Learning Technologies,,,,,Qualis 2017-2020,,,,
CompID900537,ICANN,International Conference on Artificial Neural Networks,,,,,Qualis 2017-2020,,,,
CompID900538,ICAPS,International Conference on Automated Planning and Scheduling,,,,,Qualis 2017-2020,,,,
CompID900539,ICAR,International Conference on Advanced Robotics,,,,,Qualis 2017-2020,,,,
CompID900540,ICARA,"International Conference on Automation, Robotics and Applications",,,,,Qualis 2017-2020,,,,
CompID900541,ICARM,International Conference on Advanced Robotics and Mechatronics,,,,,Qualis 2017-2020,,,,
CompID900542,ICAROB,International Conference on Artificial Life and Robotics,,,,,Qualis 2017-2020,,,,
CompID900543,ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,,,,,Qualis 2017-2020,,,,
CompID900544,ICARV,"International Conference on Control, Automation, Robotics and Vision",,,,,Qualis 2017-2020,,,,
CompID900545,ICAS-IARIA,IARIA International Conference on Autonomic and Autonomous Systems,,,,,Qualis 2017-2020,,,,
CompID900546,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",,,,,Qualis 2017-2020,,,,
CompID900547,ICB,International Conference on Biometrics,,,,,Qualis 2017-2020,,,,
CompID900548,ICBC,IEEE International Conference on Blockchain and Cryptocurrency,,,,,Qualis 2017-2020,,,,
CompID900549,ICBIP,International Conference on Biomedical Signal and Image Processing,,,,,Qualis 2017-2020,,,,
CompID900550,ICBK,International Conference on Big Knowledge,,,,,Qualis 2017-2020,,,,
