Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
PP,2025,SIAM Conference on Parallel Processing for Scientific Computing,,nan,,Recommended,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,,ppsc
PPAM,2025,International Conference on Parallel Processing and Applied Mathematics,,nan,,Recommended,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,7NHJcpYeTeYJ,ppam
PPDP,2025,International Symposium on Principles and Practice of Declarative Programming,,International  Symposium on Principles and Practice of Declarative Programming|nan,,Top20,CE-LP,Qualis 2017-2020|SBC CE-2024,,,ktOuQEhO-mwJ,ppdp
PPOPP,2025,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,,nan,,Top10,CE-ACPAD|CE-LP,Qualis 2017-2020|SBC CE-2024,,,JDUQTRUV4EYJ,ppopp
PPSN,2025,International Conference on Parallel Problem Solving from Nature,,,,,,Qualis 2017-2020,,,,
PRDC,2025,Pacific Rim International Symposium on Dependable Computing,,nan,,Top20,CE-TF,Qualis 2017-2020|SBC CE-2024,,,UMMGw1KV79IJ,prdc
PredictGIS,2025,International Workshop on Prediction of Human Mobility,,nan,,Recommended,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
PRIMA,2025,nternational Conference on Principles and Practice of Multi-Agent Systems,,,,,,Qualis 2017-2020,,,,
PrivOn,2025,"Workshop on Society, Privacy and the Semantic Web",,,,,,Qualis 2017-2020,,,,
PROFES,2025,International Conference on Product-Focused Software Process Improvement,,Product Focused Software Process Improvement (PROFES),,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,FQXvEi7Xod4J,profes
PROMISE,2025,International Conference on Predictive Models and Data Analytics in Software Engineering,,International Conference on Predictive Models in Software Engineering|nan,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,promise
PROPOR,2025,International Conference on Computational Processing of the Portuguese Language,,International Conference on the Computational Processing of Portuguese|nan,,Top10,CE-IA|CE-PLN|CE-SI,Qualis 2017-2020|SBC CE-2024,,,8aBtgrGnL1MJ,propor
PSB,2025,Pacific Symposium on Biocomputing,,nan,,Top10,CE-BioComp,Qualis 2017-2020|SBC CE-2024,,,Wzseq37BLhIJ,
PSCC,2025,Power Systems Computation Conference,,,,,,Qualis 2017-2020,,,,
PST,2025,"International Conference on Privacy, Security and Trust",,"Conference on Privacy, Security and Trust|nan",,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,xoT0NbWIf-kJ,pst
Q2SWinet,2025,ACM Symposium on QoS and Security for Wireless and Mobile Networks,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,mswim
QoMEX,2025,International Workshop on Quality of Multimedia Experience,,International Conference on Quality of Multimedia Experience (QoMEX)|nan,,Top20,CE-RV|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,bEDbANOodwgJ,qomex
QUATIC,2025,International Conference on Quality of Information and Communications Technology,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,p7mJ2vt7AdAJ,quatic
RADECS,2025,European Conference on Radiation and its Effects on Components and Systems,,European Conference on Radiation and Its Effects on Components and Systems|nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,PCzjXRB5L8YJ,
RAHA,2025,IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,,
RAID,2025,"International Symposium on Research in Attacks, Intrusions, and Defenses",,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,826ERjda8dUJ,raid
RANLP,2025,International Conference on Recent Advances in Natural Language Processing,,nan,,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,Y7mlmpXAthkJ,ranlp
RCAR,2025,IEEE International Conference on Real-time Computing and Robotics,,nan,,Recommended,CE-ESC|CE-R,Qualis 2017-2020|SBC CE-2024,,,LLCdED38YXkJ,rcar
RCIS,2025,International Conference on Research Challenges in Information Science,,nan,,Recommended,CE-ES|CE-SI,Qualis 2017-2020|SBC CE-2024,,,yxUYnK6YD7QJ,rcis
RE,2025,IEEE International Requirements Engineering Conference,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,fkF-UcrzbCsJ,re
REBLS,2025,Workshop on Reactive and Event-Based Languages and Systems,,nan,,Recommended,CE-LP,Qualis 2017-2020|SBC CE-2024,,,,rebls
RECOMB,2025,International Conference on Research in Computational Molecular Biology,,nan,,Top10,CE-BioComp,Qualis 2017-2020|SBC CE-2024,,,Bt5D8QeIDW8J,
RECONFIG,2025,International Conference on Reconfigurable Computing and FPGAs,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,,reconfig
RECOSOC,2025,International Symposium on Reconfigurable Communication-centric Systems-on-Chip,,nan,,Recommended,CE-ACPAD|CE-CCI|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,z8sUAB07Au0J,recosoc
RECSYS,2025,ACM Conference on Recommender Systems,,nan,,Top10,CE-BD|CE-IA|CE-IC|CE-IHC|CE-SI|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,4-w_STT7RmEJ,recsys
REFSQ,2025,International Working Conference on Requirements Engineering: Foundations for Software Quality,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,VATFw1qhessJ,refsq
RICE,2025,International Conference on Research in Intelligent and Computing in Engineering,,,,,,Qualis 2017-2020,,,,
RITA,2025,International Conference on Robot Intelligence Technology and Applications,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,Tct1hCSnseoJ,
RO-MAN,2025,IEEE International Symposium on Robot and Human Interactive Communication,,nan,,Top10,CE-IHC|CE-R,Qualis 2017-2020|SBC CE-2024,,,yHxohuW00noJ,ro-man
ROBIO,2025,IEEE International Conference on Robotics and Biomimetics,,nan,,Top20,CE-R,Qualis 2017-2020|SBC CE-2024,,,bcF8fuNAeawJ,
ROBOCUP,2025,Robocup International Symposium,,RoboCup - Robocup International Symposium|nan,,Top20,CE-R,Qualis 2017-2020|SBC CE-2024,,,KMzWyzFUAoQJ,
RoboSoft,2025,IEEE International Conference on Soft Robotics,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,ozuU4D3JRbUJ,
ROBOT,2025,Iberian Robotics Conference,,,,,,Qualis 2017-2020,,,,
RoMoCo,2025,International Workshop on Robot Motion and Control,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,a7sB4asTg0EJ,
ROOTS,2025,Reversing and Offensive-Oriented Trends Symposium,,,,,,Qualis 2017-2020,,,,
ROSE,2025,IEEE International Symposium on Robotic and Sensors Environments,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,,
RSP,2025,IEEE International Symposium on Rapid System Prototyping,,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,,rsp
RSS,2025,Robotics: Science and Systems,,nan,,Top10,CE-R|CE-RV,Qualis 2017-2020|SBC CE-2024,,,jl5pTV5Sh0AJ,rss
RTAS,2025,IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,,nan,,Top10,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,2YPqFanDRcAJ,rtas
RTCSA,2025,International Conference on Embedded and Real-Time Computing Systems and Applications,,IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,,Top20,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,Mb3P41xz9HIJ,rtcsa
RTIS,2025,International Conference on Real Time Intelligent Systems,,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,RIIA6l-Mlx0J,
RTSS,2025,Real-Time Systems Symposium,,IEEE International Real-Time Systems Symposium,,Top10,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,qvvrZOpbLHgJ,rtss
RuleML+RR,2025,International Joint Conference on Rules and Reasoning,,,,,,Qualis 2017-2020,,,,
S&P,2025,IEEE Symposium on Security and Privacy,,nan,,Top10,CE-RESD|CE-SEG,Qualis 2017-2020|SBC CE-2024,,,cyrroHz3a0YJ,sp
SAC,2025,ACM Symposium on Applied Computing,,ACM/SIGAPP Symposium On Applied Computing|International Conference on Selected Areas in Cryptography|nan,,Recommended,CE-BD|CE-ES|CE-IA|CE-IHC|CE-RV|CE-SEG|CE-SI|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,eLhWa3qzEDsJ,sac
SACI,2025,IEEE International Symposium on Applied Computational Intelligence and Informatics,,nan,,Recommended,CE-IA,Qualis 2017-2020|SBC CE-2024,,,DBppmrSv3qgJ,saci
SACMAT,2025,ACM Symposium on Access Control Models and Technologies,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,9DZYftdOCUAJ,sacmat
SACRYPT,2025,Workshop on Selected Areas in Cryptography,,,,,,Qualis 2017-2020,,,,
SAFECOMP,2025,"International Conference on Computer Safety, Reliability, and Security",,"International Conference on Computer Safety, Reliability and Security|nan",,Top10,CE-SEG|CE-TF,Qualis 2017-2020|SBC CE-2024,,,fWfpTei59DsJ,safecomp
SAMOS,2025,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation",,"International Conference on Embedded Computer Systems|International Conference on Embedded Computer Systems: Architecture, Modeling and Informatics|nan",,Recommended,CE-CCI|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,6GMyv-BpYgwJ,samos
SANER,2025,"IEEE International Conference on Software Analysis, Evolution and Reengineering",,"International Conference on Software Analysis, Evolution, and Reengineering (SANER)",,Top10,CE-ES,Qualis 2017-2020|SBC CE-2024,,,KigRzjvnEC0J,wcre
SARNOFF,2025,IEEE Sarnoff Symposium,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,,sarnoff
SAS,2025,IEEE Sensors Applications Symposium,,Static Analysis Symposium|nan,,Top20,CE-LP,Qualis 2017-2020|SBC CE-2024,,,uB4PZkdP_ikJ,sas
SAST,2025,Brazilian Symposium on Systematic and Automated Software Testing,,nan,,Top10,CE-ES|CE-TF,Qualis 2017-2020|SBC CE-2024,,sast,,sast
SAT,2025,International Conference on Theory and Applications of Satisfiability Testing,,nan,,Top20,CE-L,Qualis 2017-2020|SBC CE-2024,,,Ydp6NbVxpcEJ,sat
SBAC-PAD,2025,International Symposium on Computer Architecture and High Performance Computing,,SBAC-PAD - International Symposium on Computer Architecture and High Performance Computing|nan,,Top10,CE-ACPAD|CE-RV|CE-TF,Qualis 2017-2020|SBC CE-2024,,sbac-pad,xujU2BmpDawJ,sbac-pad
SBACPADW,2025,International Symposium on Computer Architecture and High Performance Computing Workshop,,,,,,Qualis 2017-2020,,,,
SBAI,2025,Simpósio Brasileiro de Automação Inteligente,,nan,,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,poyWVKlO8ggJ,
SBBD,2025,Simpósio Brasileiro de Banco de Dados,,Brazilian Symposium on Databases|Simpósio Brasileiro de Bancos de Dados|nan,,Top10,CE-BD|CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,sbbd,ixetonJUY2YJ,sbbd
SBCARS,2025,"Brazilian Symposium on Components, Architectures and Reuse Software",,nan,,Top10,CE-ES,Qualis 2017-2020|SBC CE-2024,,sbcars,,sbcars
SBCAS,2025,Simpósio Brasileiro de Computação Aplicada à Saúde,,nan,,Top20,CE-CAS,Qualis 2017-2020|SBC CE-2024,,sbcas,FToOQu3w6DQJ,
SBCCI,2025,Symposium on Integrated Circuits and Systems Design,,SBC/SBMicro/IEEE/ACM Symposium on Integrated Circuits and Systems Design|SBCCI - Symposium on Integrated Circuits and Systems Design|nan,,Top20,CE-CCI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,ce7ecw4OEFoJ,sbcci
SBCM,2025,Simpósio Brasileiro de Computação Musical,,Simpósio Brasileiro em Computação Musical|nan,,Top10,CE-CM|CE-RV,Qualis 2017-2020|SBC CE-2024,,sbcm,,
SBCUP,2025,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,,nan,,Recommended,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,sbcup,KIaJcB9oivgJ,
SBES,2025,Brazilian Symposium on Software Engineering,,nan,,Top10,CE-ES,Qualis 2017-2020|SBC CE-2024,,sbes,rXEm9Hzg5P8J,sbes
SBESC,2025,Brazilian Symposium on Computing Systems Engineering,,Brazilian Symposium on Computing System Engineering|nan,,Top10,CE-ACPAD|CE-ESC|CE-TF,Qualis 2017-2020|SBC CE-2024,,sbesc,EA9qTFRFeoUJ,sbesc
SBGAMES,2025,Simpósio Brasileiro de Jogos e Entretenimento Digital,,Brazilian Symposium on Games and Digital Entertainment|Simpósio Brasileiro de Jogos e Entretenimento Digital|nan,,Top10,CE-IHC|CE-JOGOS|CE-RV,Qualis 2017-2020|SBC CE-2024,,sbgames,ByeMqHL0dxAJ,sbgames
SBIAGRO,2025,Congresso Brasileiro de Agroinformática,,,,,,Qualis 2017-2020,,,,
SBIE,2025,Simpósio Brasileiro de Informática na Educação,,Brazilian Symposium on Computers in Education|Brazilian Symposium on Computers in Education (Simpósio Brasileiro de Informática na Educação-SBIE)|nan,,Top10,CE-EDUCOMP|CE-IE|CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,sbie,DMcB-6XAVukJ,
SBLP,2025,Brazilian Symposium on Programming Languages,,nan,,Top10,CE-LP,Qualis 2017-2020|SBC CE-2024,,,,sblp
SBMF,2025,Brazilian Symposium on Formal Methods,,Simpósio Brasileiro de Métodos Formais|nan,,Top10,CE-ES|CE-MF,Qualis 2017-2020|SBC CE-2024,,sbmf,,sbmf
SBMICRO,2025,Symposium on Microelectronics Technology and Devices,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,9giMOactGh8J,
SBPO,2025,Simpósio Brasileiro de Pesquisa Operacional,,nan,SOBRAPO,Recommended,CE-ACO|CE-IC,Qualis 2017-2020|SBC CE-2024,,,,
SBQS,2025,Simpósio Brasileiro de Qualidade de Software,,Brazilian Symposium on Software Quality,,Top10,CE-ES,Qualis 2017-2020|SBC CE-2024,,,21lpMhOn5OMJ,sbqs
SBRC,2025,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,nan,,Top20,CE-RESD|CE-TF,Qualis 2017-2020|SBC CE-2024,,sbrc,3vnP2ksW2eAJ,sbrc
SBrT,2025,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,
SBSC,2025,Simpósio Brasileiro de Sistemas Colaborativos,,SBSC - Simpósio Brasileiro de Sistemas Colaborativos|nan,,Top10,CE-SC,Qualis 2017-2020|SBC CE-2024,,sbsc,,
SBSeg,2025,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,,Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais|nan,,Top20,CE-SEG|CE-TF,Qualis 2017-2020|SBC CE-2024,,sbseg,Dsyl66B8iM0J.2024.,sbsi
SBSI,2025,Simpósio Brasileiro de Sistemas de Informação,,Brazilian Symposium on Information Systems|Brazilian Symposium on Information Systems (SBSI)|nan,,Top10,CE-ES|CE-IA|CE-IHC|CE-SI,Qualis 2017-2020|SBC CE-2024,,sbsi,2ENJOr-ESPQJ,sbsi
SBSR,2025,Simpósio Brasileiro de Sensoriamento Remoto,,nan,,Top20,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
SBTI,2025,Simpósio Brasileiro de Tecnologia da Informação,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,
SC,2025,"International Conference for High Performance Computing, Networking, Storage and Analysis",,nan,,Top10,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,s_dKfSWgBmwJ,sc
SCA,2025,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,,ACM SIGGRAPH / Eurographics Symposium on Computer Animation|nan,,Top20,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,,sca
SCAM,2025,IEEE International Working Conference on Source Code Analysis and Manipulation,,nan,,Top20,CE-ES|CE-LP,Qualis 2017-2020|SBC CE-2024,,,m0WHmETFb4sJ,scam
SCCTSA,2025,"International Workshop on Smart City Clouds: Technologies, Systems and Applications",,,,,,Qualis 2017-2020,,,,
SciVis,2025,IEEE Scientific Visualization,,nan,,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,,scivis
SCOPES,2025,Software and Compilers for Embedded Systems,,nan,,Recommended,CE-LP,Qualis 2017-2020|SBC CE-2024,,,,scopes
SDM,2025,SIAM International Conference on Data Mining,,nan,,Top20,CE-BD|CE-IC,Qualis 2017-2020|SBC CE-2024,,,eM05sD1nEv4J,sdm
SDPC,2025,"International Conference on Sensing, Diagnostics, Prognostics, and Control",,,,,,Qualis 2017-2020,,,,
SDS,2025,International Conference on Software Defined Systems,,,,,,Qualis 2017-2020,,,,
SE4Science,2025,International Workshop on Software Engineering for Science,,,,,,Qualis 2017-2020,,,,
SEA,2025,International Symposium on Experimental Algorithms,,nan,,Top20,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,5mM2zjnIDtwJ,wea
SEAA,2025,Euromicro Conference on Software Engineering and Advanced Applications,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,q4lhGCNkc40J,euromicro
SeAC,2025,Workshop on Self-Aware Computing,,,,,,Qualis 2017-2020,,,,
SEAMS,2025,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,,Symposium on Software Engineering for Adaptive and Self-Managing Systems,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,-CeAPmbJYRoJ,seams
SEC,2025,International Conference on ICT Systems Security and Privacy Protection,,IFIP TC 11 International Conference on ICT Systems Security and Privacy Protection (IFIP SEC)|nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,pMNODcGxo4cJ,sec
SeCoGis,2025,International Workshop on Semantic and Conceptual Issues in Geographic Information Systems,,Workshop on Semantic and Conceptual Issues in Geographic Information Systems|nan,,Top20,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
SECON,2025,"IEEE International Conference on Sensing, Communication and Networking",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,Vhi1mcaJdXEJ,secon
SECRYPT,2025,International Conference on Security and Cryptography,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,xSWUNlszhlkJ,secrypt
SEFM,2025,International Conference on Software Engineering and Formal Methods,,Software Engineering and Formal Methods|nan,,Top10,CE-MF,Qualis 2017-2020|SBC CE-2024,,,8ADvAx1bYPYJ,
SEGAH,2025,International Conference on Serious Games and Applications for Health,,IEEE International Conference on Serious Games and Applications for Health|nan,,Top10,CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,,segah
SEKE,2025,International Conference on Software Engineering and Knowledge Engineering,,International Conference on Software Engineering and Knowledge Engineering (SEKE)|nan,,Recommended,CE-BD|CE-ES,Qualis 2017-2020|SBC CE-2024,,,JQUkUFehKJAJ,seke
SEMEVAL,2025,International Workshop on Semantic Evaluation,,nan,,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,nnrJuCTuhnwJ,semeval
SEMISH,2025,Seminário Integrado de Software e Hardware,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,semish,wGjmHjjfBacJ,
SENSORNETS,2025,International Conference on Sensor Networks,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,xdfwLOgmtocJ,sensornets
SenSys,2025,ACM Conference on Embedded Network Sensor Systems,,nan,,Top20,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,LThmRgAPtwoJ,sensys
SEPLN,2025,CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING,,,,,,Qualis 2017-2020,,,,
SERA,2025,"Software Engineering Research, Management and Applications",,,,,,Qualis 2017-2020,,,,
SERIAL,2025,Workshop on Scalable and Resilient Infrastructures for Distributed Ledgers,,,,,,Qualis 2017-2020,,,,
SERP4IoT,2025,International Workshop on Software Engineering Research & Practices for the Internet of Things,,,,,,Qualis 2017-2020,,,,
SERVICES,2025,IEEE World Congress on Services,,,,,,Qualis 2017-2020,,,,
SESoS,2025,International Workshop on Software Engineering for Systems-of-Systems,,International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems|nan,,Recommended,CE-ES|CE-SI,Qualis 2017-2020|SBC CE-2024,,,,sessos
SeWeBMeDA,2025,Workshop on Semantic Web Solutions for Large-Scale Biomedical,,,,,,Qualis 2017-2020,,,,
SGP,2025,Eurographics Symposium on Geometry Processing,,,,,,Qualis 2017-2020,,,,
SIBGRAPI,2025,"Conference on Graphics, Patterns and Images",,"SIBGRAPI Conference on Graphics, Patterns and Images|nan",,Top10,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,sibgrapi,sPLlun2OWTwJ,sibgrapi
SIES,2025,International Symposium on Industrial Embedded Systems,,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,DCw_w5dKpBoJ,sies
SIGCOMM,2025,ACM SIGCOMM Conference,,nan,,Top10,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,xd8jQKOw5ikJ,sigcomm
SIGCSE,2025,ACM Technical Symposium on Computer Science Education,,Technical Symposium on Computer Science Education|nan,,Top10,CE-EDUCOMP|CE-IE|CE-RV,Qualis 2017-2020|SBC CE-2024,,,rrlriATuz7wJ,sigcse
SIGDIAL,2025,Annual Meeting of the Special Interest Group on Discourse and Dialogue,,nan,,Recommended,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,9-0ktENZUpkJ,sigdial
SIGDOC,2025,ACM International Conference on Design of Communication,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,Z4k3y0OWHUwJ,sigdoc
SIGGRAPH,2025,International Conference and Exibition on Computer Graphics and Interactive Techniques,,ACM International Conference on Computer Graphics and Interactive Techniques|Proceedings of the ACM on Computer Graphics and Interactive Techniques|nan,,Top10,CE-GRAPI|CE-IHC,Qualis 2017-2020|SBC CE-2024,,,4ZH62wP1FOcJ,siggraph
SIGGRAPH Asia,2025,ACM International Conference On Computer Graphics & Interactive Techniques / Asia,,Proceedings of the ACM on Computer Graphics and Interactive Techniques - Asia|nan,,Top10,CE-GRAPI,Qualis 2017-2020|SBC CE-2024,,,dXZdebXoOt0J,
SIGIR,2025,International ACM SIGIR Conference on Research and Development in Information Retrieval,,ACM SIGIR Conference on Research and Development in Information Retrieval|nan,,Recommended,CE-BD|CE-PLN,Qualis 2017-2020|SBC CE-2024,,,Gf4FWVmkfbwJ,sigir
SIGIReCom,2025,SIGIR Workshop on eCommerce,,,,,,Qualis 2017-2020,,,,
SIGKDD,2025,ACM International Conference on Knowledge Discovery and Data Mining,,nan,,Recommended,CE-ACPAD|CE-IA,Qualis 2017-2020|SBC CE-2024,,,DxPOk84pRIIJ,kdd
SIGMOD,2025,ACM Conference on Management of Data,,ACM International Conference on Management of Data|nan,,Top10,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,sigmod
SIGSE,2025,ACM Technical Symposium on Computer Science Education,,,,,,Qualis 2017-2020,,,,
SIGSPATIAL,2025,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,,nan,,Top10,CE-BD|CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,OOX3mKRBpYMJ,gis
SII,2025,IEEE/SICE International Symposium on System Integration,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,fNsEtErxZiIJ,
SIIE,2025,Simpósio Internacional de Informática Educatica,,,,,,Qualis 2017-2020,,,,
SIMBig,2025,Annual International Symposium on Information Management and Big Data,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,simbig
SIMPAR,2025,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",,,,,,Qualis 2017-2020,,,,
SIMPDA,2025,International Sysmposium on Data-Driven Process Discovery and Analysis,,,,,,Qualis 2017-2020,,,,
SIMULTECH,2025,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",,,,,,Qualis 2017-2020,,,,
SIoT,2025,International Workshop on Secure Internet of Things,,,,,,Qualis 2017-2020,,,,
SISAP,2025,nternational Conference on Similarity Search and Applications,,International Conference on Similarity Search and Applications|Similarity Search and Applications,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,sisap
SLATE,2025,"Symposium on Languages, Applications and Technologies",,,,,,Qualis 2017-2020,,,,
SLE,2025,ACM SIGPLAN International Conference on Software Language Engineering,,nan,,Top20,CE-ES|CE-LP,Qualis 2017-2020|SBC CE-2024,,,gvR2lhvj3awJ,sle
SLERD,2025,Conference on Smart Learning Ecosystems and Regional Development,,,,,,Qualis 2017-2020,,,,
SMARTCOMP,2025,International Conference on Smart Computing,,,,,,Qualis 2017-2020,,,,
SMARTGREENS,2025,International Conference on Smart Grids and Green ICT Systems,,,,,,Qualis 2017-2020,,,,
SMARTGRIDCOMM,2025,IEEE International Conference on Smart Grid Communications,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,SnwrCbSeOf8J,smartgridcomm
SMC,2025,"IEEE International Conference on Systems, Man and Cybernetics",,"IEEE International Conference on Systems Man and Cybernetics|IEEE International Conference on Systems, Man, and Cybernetics|Sound and Music Computing Conference|nan",,Top10,CE-CM|CE-ESC|CE-GRAPI|CE-IA|CE-IC|CE-RV|CE-SI,Qualis 2017-2020|SBC CE-2024,,,qJlcVei6YeoJ,smc
SMusC,2025,Sound and Music Computing Conference,,,,,,Qualis 2017-2020,,,,
SNAA,2025,Workshop on Social Network Analysis in Applications,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,
SOCA,2025,IEEE Conference on Service-Oriented Computing and Applications,,,,,,Qualis 2017-2020,,,,
SOCC,2025,IEEE International System-on-Chip Conference,,ACM Symposium on Cloud Computing|IEEE International SOC Conference|nan,,Recommended,CE-ACPAD|CE-BD|CE-CCI|CE-SI,Qualis 2017-2020|SBC CE-2024,,,-JLYUDNfBVUJ,cloud
SoCG,2025,International Symposium on Computational Geometry,,nan,,Top20,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,MGCukPJHrn0J,compgeom
SOCIALCOM,2025,International Conference on Social Computing,,IEEE International Conference on Social Computing (SocialCom)|nan,,Recommended,CE-IA|CE-SI,Qualis 2017-2020|SBC CE-2024,,,nbxth_NIV1wJ,socialcom
SOCINFO,2025,International Conference on Social Informatics,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,socinfo
SoCPaR,2025,International Conference on Soft Computing and Pattern Recognition,,,,,,Qualis 2017-2020,,,,
SODA,2025,ACM-SIAM Symposium on Discrete Algorithms,,nan,ACM-SIAM,Top10,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,9lG2cY79sEoJ,soda
SOFSEM,2025,International Conference on Current Trends in Theory and Practice of Computer Science,,nan,,Top10,CE-ACO|CE-BD|CE-L,Qualis 2017-2020|SBC CE-2024,,,,sofsem
SOFTCOM,2025,"International Conference on Software, Telecommunications and Computer Networks",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,TezauzTurFkJ,softcom
SOFTENG-IARIA,2025,IARIA International Conference on Advances and Trends in Software Engineering,,,,,,Qualis 2017-2020,,,,
SoftStart,2025,International Workshop on Software Engineering for Startups,,,,,,Qualis 2017-2020,,,,
SORT,2025,IEEE Workshop on Self-Organizing Real-Time Systems,,,,,,Qualis 2017-2020,,,,
