comp_id,sigla,nome,siglas_alt,nomes_alt,origem,avaliacao,gs_id,dblp_id,sociedade,ano_dados
CompID901185,SIGGRAPH,International Conference and Exibition on Computer Graphics and Interactive Techniques,SIGGRAPH,ACM International Conference on Computer Graphics and Interactive Techniques|Proceedings of the ACM on Computer Graphics and Interactive Techniques,Qualis 2017-2020|SBC CE-2024,Top10,,siggraph,,2025.0
CompID901186,SIGGRAPH Asia,ACM International Conference On Computer Graphics & Interactive Techniques / Asia,SIGGRAPH Asia,Proceedings of the ACM on Computer Graphics and Interactive Techniques - Asia,Qualis 2017-2020|SBC CE-2024,Top10,dXZdebXoOt0J.2024,,,2025.0
CompID901187,SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,SIGIR,ACM SIGIR Conference on Research and Development in Information Retrieval|International ACM SIGIR Conference on Research and Development in Information Retrieval,Qualis 2017-2020|SBC CE-2024,Recommended,Gf4FWVmkfbwJ.2024,sigir,,2025.0
CompID901188,SIGIReCom,SIGIR Workshop on eCommerce,,,Qualis 2017-2020,,,,,2025.0
CompID901189,SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining,SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining,Qualis 2017-2020|SBC CE-2024,Recommended,,kdd,,2025.0
CompID901190,SIGMOD,ACM Conference on Management of Data,SIGMOD,ACM International Conference on Management of Data,Qualis 2017-2020|SBC CE-2024,Top10,,sigmod,,2025.0
CompID901191,SIGSE,ACM Technical Symposium on Computer Science Education,,,Qualis 2017-2020,,,,,2025.0
CompID901192,SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems|International Conference on Advances in Geographic Information Systems,Qualis 2017-2020|SBC CE-2024,Top10,OOX3mKRBpYMJ.2024,gis,,2025.0
CompID901193,SII,IEEE/SICE International Symposium on System Integration,SII,IEEE/SICE International Symposium on System Integration,Qualis 2017-2020|SBC CE-2024,Recommended,fNsEtErxZiIJ.2020,,,2025.0
CompID901194,SIIE,Simpósio Internacional de Informática Educatica,,,Qualis 2017-2020,,,,,2025.0
CompID901195,SIMBig,Annual International Symposium on Information Management and Big Data,SIMBig,Annual International Symposium on Information Management and Big Data,Qualis 2017-2020|SBC CE-2024,Recommended,,simbig,,2025.0
CompID901196,SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901197,SIMPDA,International Sysmposium on Data-Driven Process Discovery and Analysis,,,Qualis 2017-2020,,,,,2025.0
CompID901198,SIMULTECH,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",,,Qualis 2017-2020,,,,,2025.0
CompID901199,SIoT,International Workshop on Secure Internet of Things,,,Qualis 2017-2020,,,,,2025.0
CompID901200,SISAP,nternational Conference on Similarity Search and Applications,SISAP,International Conference on Similarity Search and Applications|Similarity Search and Applications,Qualis 2017-2020|SBC CE-2024,Recommended,,sisap,,2025.0
CompID901201,SLATE,"Symposium on Languages, Applications and Technologies",,,Qualis 2017-2020,,,,,2025.0
CompID901202,SLE,ACM SIGPLAN International Conference on Software Language Engineering,SLE,ACM SIGPLAN International Conference on Software Language Engineering,Qualis 2017-2020|SBC CE-2024,Top20,gvR2lhvj3awJ.2023,sle,,2025.0
CompID901203,SLERD,Conference on Smart Learning Ecosystems and Regional Development,,,Qualis 2017-2020,,,,,2025.0
CompID901204,SMARTCOMP,International Conference on Smart Computing,,,Qualis 2017-2020,,,,,2025.0
CompID901205,SMARTGREENS,International Conference on Smart Grids and Green ICT Systems,,,Qualis 2017-2020,,,,,2025.0
CompID901206,SMARTGRIDCOMM,IEEE International Conference on Smart Grid Communications,SmartGridComm,IEEE International Conference on Smart Grid Communications,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901207,SMC,"IEEE International Conference on Systems, Man and Cybernetics",SMC,"IEEE International Conference on Systems Man and Cybernetics|IEEE International Conference on Systems, Man and Cybernetics|IEEE International Conference on Systems, Man, and Cybernetics|Sound and Music Computing Conference",Qualis 2017-2020|SBC CE-2024,Top10,qJlcVei6YeoJ.2024,smc,,2025.0
CompID901208,SMusC,Sound and Music Computing Conference,,,Qualis 2017-2020,,,,,2025.0
CompID901209,SNAA,Workshop on Social Network Analysis in Applications,SNAA,Workshop on Social Network Analysis in Applications,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901210,SOCA,IEEE Conference on Service-Oriented Computing and Applications,,,Qualis 2017-2020,,,,,2025.0
CompID901211,SOCC,IEEE International System-on-Chip Conference,SOCC|SoCC,ACM Symposium on Cloud Computing|IEEE International SOC Conference|IEEE International System-on-Chip Conference,Qualis 2017-2020|SBC CE-2024,Recommended,-JLYUDNfBVUJ.2024,,,2025.0
CompID901212,SoCG,International Symposium on Computational Geometry,SoCG,International Symposium on Computational Geometry,Qualis 2017-2020|SBC CE-2024,Top20,MGCukPJHrn0J.2024,compgeom,,2025.0
CompID901213,SOCIALCOM,International Conference on Social Computing,SOCIALCOM|SocialCom,IEEE International Conference on Social Computing (SocialCom)|International Conference on Social Computing,Qualis 2017-2020|SBC CE-2024,Recommended,,socialcom,,2025.0
CompID901214,SOCINFO,International Conference on Social Informatics,SOCINFO,International Conference on Social Informatics,Qualis 2017-2020|SBC CE-2024,Recommended,,socinfo,,2025.0
CompID901215,SoCPaR,International Conference on Soft Computing and Pattern Recognition,,,Qualis 2017-2020,,,,,2025.0
CompID901216,SODA,ACM-SIAM Symposium on Discrete Algorithms,SODA,ACM-SIAM Symposium on Discrete Algorithms,Qualis 2017-2020|SBC CE-2024,Top10,9lG2cY79sEoJ.2024,soda,ACM-SIAM,2025.0
CompID901217,SOFSEM,International Conference on Current Trends in Theory and Practice of Computer Science,SOFSEM,International Conference on Current Trends in Theory and Practice of Computer Science,Qualis 2017-2020|SBC CE-2024,Top10,,sofsem,,2025.0
CompID901218,SOFTCOM,"International Conference on Software, Telecommunications and Computer Networks",SoftCOM,"International Conference on Software, Telecommunications and Computer Networks",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901219,SOFTENG-IARIA,IARIA International Conference on Advances and Trends in Software Engineering,,,Qualis 2017-2020,,,,,2025.0
CompID901220,SoftStart,International Workshop on Software Engineering for Startups,,,Qualis 2017-2020,,,,,2025.0
CompID901221,SORT,IEEE Workshop on Self-Organizing Real-Time Systems,,,Qualis 2017-2020,,,,,2025.0
CompID901222,SOSE,IEEE International Symposium on Service-Oriented System Engineering,SoSE,IEEE International Conference on Systems of Systems Engineering,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901223,SoSEC,IEEE Annual System of Systems Engineering Conference,,,Qualis 2017-2020,,,,,2025.0
CompID901224,SOSP,ACM Symposium on Operating Systems Principles,SOSP,ACM Symposium on Operating Systems Principles,Qualis 2017-2020|SBC CE-2024,Recommended,,sosp,,2025.0
CompID901225,SOSR,Symposium on Software Defined Networking Research,SOSR,Symposium on Software Defined Networking Research,Qualis 2017-2020|SBC CE-2024,Recommended,,sosr,,2025.0
CompID901226,SOUPS,Symposium On Usable Privacy and Security,SOUPS,Symposium On Usable Privacy and Security,Qualis 2017-2020|SBC CE-2024,Top20,d6VxAyLWqWgJ.2024,soups,,2025.0
CompID901227,SoWeMi,International Workshop on Mining the Social Web,SoWeMi,International Workshop on Mining the Social Web,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901228,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,Qualis 2017-2020|SBC CE-2024,Top20,siTGI384Pw4J.2023,spaa,,2025.0
CompID901229,SpaCCS,"International Conference on Security, Privacy and Anonymity in Computation, Communication and Storage",,,Qualis 2017-2020,,,,,2025.0
CompID901230,SPACE,"International Conference on Security, Privacy, and Applied Cryptography Engineering",,,Qualis 2017-2020,,,,,2025.0
CompID901231,SpatialBigData,Spatial Big Data and Machine Learning in GIScience,SpatialBigData,Spatial Big Data and Machine Learning in GIScience,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901232,SpatialGems,ACM SIGSPATIAL International Workshop on Spatial Gems,,,Qualis 2017-2020,,,,,2025.0
CompID901233,SPIRE,International Symposium on String Processing and Information Retrieval,SPIRE,International Symposium on String Processing and Information Retrieval,Qualis 2017-2020|SBC CE-2024,Recommended,,spire,,2025.0
CompID901234,SPLASH,"ACM SIGPLAN Conference on Systems, Programming, Languages, and Applications: Software for Humanity",,,Qualis 2017-2020,,,,,2025.0
CompID901235,SPLC,International Software Product Line Conference,SPLC,International Software Product Line Conference,Qualis 2017-2020|SBC CE-2024,Recommended,d7uBCzQUspcJ.2024,splc,,2025.0
CompID901236,SPM,"International Conference on Signal, Image Processing and Multimedia",,,Qualis 2017-2020,,,,,2025.0
CompID901237,SpringSim,Spring Simulation Conference,,,Qualis 2017-2020,,,,,2025.0
CompID901238,SRDS,IEEE Symposium on Reliable Distributed Systems,SRDS,IEEE Symposium on Reliable Distributed Systems|Symposium on Reliable Distributed Systems,Qualis 2017-2020|SBC CE-2024,Top10,f5ybybsCQdkJ.2024,srds,,2025.0
CompID901239,SSBSE,International Symposium on Search Based Software Engineering,SSBSE,International Symposium on Search Based Software Engineering,Qualis 2017-2020|SBC CE-2024,Recommended,,ssbse,,2025.0
CompID901240,SSCC,International Symposium on Security in Computing and Communications,SSCC,International Symposium on Security in Computing and Communications,Qualis 2017-2020|SBC CE-2024,Recommended,pGU5_1oxcy0J.2023,sscc,,2025.0
CompID901241,SSCI,IEEE Symposium Series on Computational Intelligence,SSCI,IEEE Symposium Series on Computational Intelligence,Qualis 2017-2020|SBC CE-2024,Recommended,c3DqEnruQwEJ.2024,ssci,,2025.0
CompID901242,SSDBM,International Conference on Scientific and Statistical Database Management,SSDBM,International Conference on Scientific and Statistical Database Management,Qualis 2017-2020|SBC CE-2024,Top10,w_KC2fvJJQEJ.2024,ssdbm,,2025.0
CompID901243,SSIAI,Southwest Symposium on Image Analysis and Interpretation,,,Qualis 2017-2020,,,,,2025.0
CompID901244,SSPR,International Workshop on Structural and Syntactic Pattern Recognition,,,Qualis 2017-2020,,,,,2025.0
CompID901245,SSRR,"International Symposium on Safety, Security and Rescue Robotics",SSRR,"International Symposium on Safety, Security and Rescue Robotics",Qualis 2017-2020|SBC CE-2024,Top20,in-bLtIuMBYJ.2020,,,2025.0
CompID901246,SSTD,International Symposium on Spatial and Temporal Databases,SSTD,International Symposium on Spatial and Temporal Databases,Qualis 2017-2020|SBC CE-2024,Top20,,ssd,,2025.0
CompID901247,STACS,Symposium on Theoretical Aspects of Computer Science,STACS,Symposium on Theoretical Aspects of Computer Science,Qualis 2017-2020|SBC CE-2024,Top10,BmGC50v8VqkJ.2024,stacs,,2025.0
CompID901248,STIL,Brazilian Symposium in Information and Human Language Technology,STIL,Brazilian Symposium in Information and Human Language Technology|Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana,Qualis 2017-2020|SBC CE-2024,Top10,,stil,,2025.0
CompID901249,STOC,ACM Symposium on Theory of Computing,STOC,ACM Symposium on Theory of Computing,Qualis 2017-2020|SBC CE-2024,Top10,t-147h7Cn5cJ.2024,stoc,ACM,2025.0
CompID901250,SUGARLOAFPLOP,Latin American Conference on Pattern Languages of Programs,,,Qualis 2017-2020,,,,,2025.0
CompID901251,SUI,Symposium on Spatial User Interaction,SUI,Symposium on Spatial User Interaction,Qualis 2017-2020|SBC CE-2024,Top10,pUIVy52VbeEJ.2024,sui,,2025.0
CompID901252,SUM,International Conference on Scalable Uncertainty Management,,,Qualis 2017-2020,,,,,2025.0
CompID901253,SustainIT,Conference on Sustainable Internet and ICT for Sustainability,SustainIT,Conference on Sustainable Internet and ICT for Sustainability,Qualis 2017-2020|SBC CE-2024,Recommended,,ifip6-3,,2025.0
CompID901254,SVR,Symposium on Virtual and Augmented Reality,SVR,SBC Symposium on Virtual and Augmented Reality |Symposium on Virtual and Augmented Reality,Qualis 2017-2020|SBC CE-2024,Top10,Y15SCgN8Um8J.2024,,,2025.0
CompID901255,SWAT,Scandinavian Workshop on Algorithm Theory,SWAT,Scandinavian Workshop on Algorithm Theory,Qualis 2017-2020|SBC CE-2024,Recommended,IyEy51GZdIUJ.2023,swat,,2025.0
CompID901256,SWQD,Conference Software Quality Days,SWQD,Conference Software Quality Days,Qualis 2017-2020|SBC CE-2024,Recommended,,swqd,,2025.0
CompID901257,SYSCON,IEEE International Systems Conference,,,Qualis 2017-2020,,,,,2025.0
CompID901258,SYSTOL,Conference on Control and Fault-Tolerant Systems,SYSTOL,Conference on Control and Fault-Tolerant Systems,Qualis 2017-2020|SBC CE-2024,Top20,y8-AwXJ0Me0J.2024,systol,,2025.0
CompID901259,TABLEAUX,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,TABLEAUX,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,Qualis 2017-2020|SBC CE-2024,Top10,,tableaux,,2025.0
CompID901260,TAC,Text Analysis Conference,TAC,Text Analysis Conference,Qualis 2017-2020|SBC CE-2024,Top20,,tac,,2025.0
CompID901261,TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,Qualis 2017-2020|SBC CE-2024,Top10,_zC9HnSttFIJ.2019,,,2025.0
CompID901262,TAPAS,Workshop on Tools for Automatic Program Analysis,,,Qualis 2017-2020,,,,,2025.0
CompID901263,TAROS,Conference Towards Autonomous Robotics Systems,TAROS,Towards Autonomous Robotics Systems,Qualis 2017-2020|SBC CE-2024,Recommended,3_Q6Rsb1TloJ.2020,,,2025.0
CompID901264,TASE,Theoretical Aspects of Software Engineering,TASE,Theoretical Aspects of Software Engineering,Qualis 2017-2020|SBC CE-2024,Top20,WZLpmXhRGDcJ.2019,,,2025.0
CompID901265,TCC,Theory of Cryptography,TCC,Theory of Cryptography,Qualis 2017-2020|SBC CE-2024,Top20,JP81m6yJpiEJ.2024,tcc,,2025.0
CompID901266,TechDebt,International Conference on Technical Debt,TechDebt,International Conference on Technical Debt,Qualis 2017-2020|SBC CE-2024,Top20,,icse,,2025.0
CompID901267,TEEM,Technological Ecosystems for Enhancing Multiculturality,,,Qualis 2017-2020,,,,,2025.0
CompID901268,TEI,"International Conference on Tangible, Embedded and Embodied Interaction",TEI,"ACM International Conference on Tangible, Embedded and Embodied Interactions|International Conference on Tangible, Embedded and Embodied Interaction|International Conference on Tangible, Embedded, and Embodied Interaction",Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901269,TextGraphs,Workshop on Graph-based Methods for Natural Language Processing,,,Qualis 2017-2020,,,,,2025.0
CompID901270,TIMBRE,Interdisciplinary Workshop on Timbre,TIMBRE,Interdisciplinary Workshop on Timbre,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901271,TISE,Congreso Internacional de Informática Educativa,TISE,Congreso Internacional de Informática Educativa,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901272,TPDL,International Conference on Theory and Practice of Digital Libraries,,,Qualis 2017-2020,,,,,2025.0
CompID901273,TREC,Text Retrieval Conference,TREC,Text Retrieval Conference,Qualis 2017-2020|SBC CE-2024,Recommended,NVceRfB9aaoJ.2024,trec,,2025.0
CompID901274,TRUST,International Workshop on Trust in Agent societies,,,Qualis 2017-2020,,,,,2025.0
CompID901275,TRUSTCOM,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications|International Conference on Trust, Security and Privacy in Computing and Communications",Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901276,TSD,"International Conference on Text, Speech and Dialogue",TSD,"International Conference on Text, Speech and Dialog",Qualis 2017-2020|SBC CE-2024,Top20,wfD8vcltKiQJ.2024,tsd,,2025.0
CompID901277,TVX,ACM International Conference on Interactive Experiences for TV and Online Video,TVX,ACM International Conference on Interactive Experiences for TV and Online Video,Qualis 2017-2020|SBC CE-2024,Recommended,,tvx,,2025.0
CompID901278,UAI,Conference on Uncertainty in Artificial Intelligence,UAI,Conference on Uncertainty in Artificial Intelligence,Qualis 2017-2020|SBC CE-2024,Top10,xLfkTVI4LkMJ.2024,atal,,2025.0
CompID901279,UBICOMM-IARIA,"IARIA International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",,,Qualis 2017-2020,,,,,2025.0
CompID901280,UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp|Ubicomp,ACM Conference on Pervasive and Ubiquitous Computing|ACM International Joint Conference on Pervasive and Ubiquitous Computing|Pervasive and Ubiquitous Computing,Qualis 2017-2020|SBC CE-2024,Top20,K6EHRjh8bWIJ.2024,huc,,2025.0
CompID901281,UBIMUS,Workshop de Música Ubíqua,UBIMUS,Workshop de Música Ubíqua,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901282,UCAMI,International Conference on Ubiquitous Computing and Ambient Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID901283,UCC,IEEE/ACM International Conference on Utility and Cloud Computing,UCC,IEEE/ACM International Conference on Utility and Cloud Computing,Qualis 2017-2020|SBC CE-2024,Recommended,gCzn4TRHFGQJ.2023,ucc,,2025.0
CompID901284,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,,,Qualis 2017-2020,,,,,2025.0
CompID901285,UIST,ACM User Interface Software Technology Symposium,UIST,ACM Symposium on User Interface Software and Technology,Qualis 2017-2020|SBC CE-2024,Top10,vl9z3BzoXrgJ.2024,uist,,2025.0
CompID901286,UKSIM,International Conference on Computer Modelling and Simulation,,,Qualis 2017-2020,,,,,2025.0
CompID901287,UMAP,"International Conference on User Modeling, Adaptation and Personalization",UMAP,"ACM Conference on User Modeling, Adaptation and Personalization|International Conference on User Modeling (UM)|International Conference on User Modeling, Adaptation and Personalization|International Conference on User Modeling, Adaptation and Personalization (UMAP)|User Modeling, Adaptation and Personalization Conference|User Modeling, Adaptation, and Personalization",Qualis 2017-2020|SBC CE-2024,Recommended,jtXTIwcBWV8J.2023,um,,2025.0
CompID901288,UNET,International Symposium on Ubiquitous Networking,,,Qualis 2017-2020,,,,,2025.0
CompID901289,UNIF,International Workshop on Unification,,,Qualis 2017-2020,,,,,2025.0
CompID901290,UR,International Conference on Ubiquitous Robots and Ambient Intelligence,UR,International Conference on Ubiquitous Robots and Ambient Intelligence,Qualis 2017-2020|SBC CE-2024,Recommended,cTek1BiAOX4J.2020,,,2025.0
CompID901291,USENIX Security,USENIX Security Symposium,USENIX Security,USENIX Security Symposium,Qualis 2017-2020|SBC CE-2024,Top10,HSHJIaLyN9IJ.2024,uss,,2025.0
CompID901292,USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901293,UTP,International Symposium on Unifying Theories of Programming,,,Qualis 2017-2020,,,,,2025.0
CompID901294,VALUETOOLS,EAI International Conference on Performance Evaluation Methodologies and Tools,,,Qualis 2017-2020,,,,,2025.0
CompID901295,VAMOS,International Workshop on Variability Modelling of Software-intensive Systems,VaMoS,International Workshop on Variability Modelling of Software-intensive Systems,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901296,VarDial,"Workshop on NLP for Similar Languages, Varieties and Dialects",,,Qualis 2017-2020,,,,,2025.0
CompID901298,VCIP,IEEE International Conference on Visual Communications and Image Processing,,,Qualis 2017-2020,,,,,2025.0
CompID901299,VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,Qualis 2017-2020|SBC CE-2024,Recommended,SE0J8GWI_bcJ.2024,vecims,,2025.0
CompID901300,VECPAR,International Meeting on High Performance Computing for Computational Science,,,Qualis 2017-2020,,,,,2025.0
CompID901301,VEE,International Conference on Virtual Execution Environments,VEE,International Conference on Virtual Execution Environments,Qualis 2017-2020|SBC CE-2024,Top20,,vee,,2025.0
CompID901302,VEM,"Workshop on Software Visualization, Evolution and Maintenance",VEM,"Workshop on Software Visualization, Evolution and Maintenance",Qualis 2017-2020|SBC CE-2024,Top20,,vem,,2025.0
CompID901303,Videojogos,Conference on Videogame Sciences and Arts,Videojogos,International Conference on Videogame Sciences and Arts,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901304,VISAPP,International Conference on Computer Vision Theory and Applications,VISAPP,International Conference on Computer Vision Theory and Applications,Qualis 2017-2020|SBC CE-2024,Top20,ljGmmUmHfUwJ.2024,,,2025.0
CompID901305,VISIGRAPP,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",,,Qualis 2017-2020,,,,,2025.0
CompID901306,VISSOFT,IEEE Working Conference on Software Visualization,VISSOFT,IEEE Working Conference on Software Visualization,Qualis 2017-2020|SBC CE-2024,Recommended,,vissoft,,2025.0
CompID901307,VLDB,International Conference on Very Large Data Bases,VLDB,International Conference on Very Large Data Bases,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901308,VLHCC,IEEE Symposium on Visual Languages and Human-Centric Computing,VLHCC,IEEE Symposium on Visual Languages and Human-Centric Computing,Qualis 2017-2020|SBC CE-2024,Recommended,PDH_h8gpFWsJ.2024,vl,,2025.0
CompID901309,VLSI,International Conference on Very Large Scale Integration,,,Qualis 2017-2020,,,,,2025.0
CompID901310,VLSI-DAT,"International Symposium on VLSI Design, Automation and Test",VLSI-DAT,"International Symposium on VLSI Design, Automation and Test",Qualis 2017-2020|SBC CE-2024,Recommended,SOMKtO20fWEJ.2024,vlsi-dat,,2025.0
CompID901311,VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip,VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip|IEEE/IFIP International Conference on VLSI and System-on-Chip ,Qualis 2017-2020|SBC CE-2024,Top10,0lu0mPyqVXAJ.2024,vlsi,,2025.0
CompID901312,VLSID,International Conference on VLSI Design,VLSID,International Conference on VLSI Design,Qualis 2017-2020|SBC CE-2024,Recommended,ouDl0FhpZQ8J.2024,vlsid,,2025.0
CompID901313,VMV,"Vision, Modeling & Visualization",VMV,"International Symposium on Vision, Modeling and Visualization",Qualis 2017-2020|SBC CE-2024,Recommended,,vmv,,2025.0
CompID901314,VNC,IEEE Vehicular Networking Conference,VNC,IEEE Vehicular Networking Conference,Qualis 2017-2020|SBC CE-2024,Recommended,Uiuel-P8PcAJ.2023,vnc,,2025.0
CompID901315,VOILA,Visualization and Interaction for Ontologies and Linked Data,,,Qualis 2017-2020,,,,,2025.0
CompID901317,VRCAI,International Conference on Virtual Reality Continuum and its Applications,VRCAI,International Conference on Virtual Reality Continuum and its Applications|International Conference on Virtual Reality Continuum and its Applications in Industry,Qualis 2017-2020|SBC CE-2024,Top10,_ClHVElQWS8J.2024,vrcai,,2025.0
CompID901318,VRST,ACM Symposium on Virtual Reality Software and Technology,VRST,ACM Symposium on Virtual Reality Software and Technology|ACM Virtual Reality Software and Technology,Qualis 2017-2020|SBC CE-2024,Top10,QFdzrecfz8sJ.2024,vrst,,2025.0
CompID901319,VS-Games,International Conference on Virtual Worlds and Games for Serious Applications,VS-Games,Foi incorporada pela IEEE CoG H5 31|International Conference on Virtual Worlds and Games for Serious Applications,Qualis 2017-2020|SBC CE-2024,Top20,GW3dXd7lzJ8J.2019,vsgames,,2025.0
CompID901320,VSMM,International Conference on Virtual Systems and MultiMedia,,,Qualis 2017-2020,,,,,2025.0
CompID901321,VTC,Vehicular Technology Conference,VTC,IEEE Vehicular Technology Conference|Vehicular Technology Conference,Qualis 2017-2020|SBC CE-2024,Recommended,Y0aL1yWCdxkJ.2023,vtc,,2025.0
CompID901322,VTS,IEEE VLSI Test Symposium,VTS,VLSI Test Symposium,Qualis 2017-2020|SBC CE-2024,Recommended,JTdOipGTjv4J.2024,vts,,2025.0
CompID901323,W2GIS,International Symposium Web and Wireless Geographical Information Systems,,,Qualis 2017-2020,,,,,2025.0
CompID901324,W4A,Conference on Web Accessibility,W4A,International Cross-Disciplinary Conference on Web Accessibility,Qualis 2017-2020|SBC CE-2024,Recommended,TXeN4Nn46qQJ.2024,w4a,,2025.0
CompID901325,WABI,Workshop on Algorithms in Bioinformatics,WABI,Workshop on Algorithms in Bioinformatics,Qualis 2017-2020|SBC CE-2024,Top10,HnP0m-BVIUMJ.2019,,,2025.0
CompID901326,WAC,Web Audio Conference,WAC,Web Audio Conference,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901327,WACV,Workshop on Applications of Computer Vision,WACV,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV)|Winter Conference on Applications of Computer Vision|Workshop on Applications of Computer Vision,Qualis 2017-2020|SBC CE-2024,Recommended,uo-zCIky-iEJ.2024,wacv,,2025.0
CompID901328,WADS,Algorithms and Data Structures Symposium,WADS,Algorithms and Data Structures Symposium,Qualis 2017-2020|SBC CE-2024,Top20,WuJ205lBDckJ.2024,wads,,2025.0
CompID901329,WAFR,Workshop on the Algorithmic Foundations of Robotics,WAFR,Workshop on the Algorithmic Foundations of Robotics,Qualis 2017-2020|SBC CE-2024,Top20,k40T75326PgJ.2020,,,2025.0
CompID901330,WAIHCWS,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,WAIHCWS,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901331,WALCOM,International Workshop on Algorithms and Computation,WALCOM,International Workshop on Algorithms and Computation,Qualis 2017-2020|SBC CE-2024,Recommended,Qm-_RD142XUJ.2024,walcom,,2025.0
CompID901332,WAlgProg,"Workshop de Ensino em Pensamento Computacional, Algoritmos e Programação",,,Qualis 2017-2020,,,,,2025.0
CompID901333,WAOA,Workshop on Approximation and Online Algorithms,WAOA,Workshop on Approximation and Online Algorithms,Qualis 2017-2020|SBC CE-2024,Recommended,,waoa,,2025.0
CompID901334,WASHES,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",WASHES,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901335,WASPAA,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,WASPAA,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901336,WASSA,"Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",,,Qualis 2017-2020,,,,,2025.0
CompID901337,WAVE,Workshop on Advanced Virtual Environments and Education,,,Qualis 2017-2020,,,,,2025.0
CompID901338,WBL,Workshop Brasileiro de Lógica,WBL,Workshop Brasileiro de Lógica,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901339,WBMA,Workshop Brasileiro de Métodos Ágeis,WBMA,Workshop Brasileiro de Métodos Ágeis,Qualis 2017-2020|SBC CE-2024,Recommended,,wbma,,2025.0
CompID901340,WCAMA,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,WCAMA,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901341,WCAS,Workshop on Circuits and Systems Design,WCAS,Workshop on Circuits and System Design,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
